product_name_langs,product_name_texts,additives_n,complete,completeness,created_t,ingredients_from_palm_oil_n,ingredients_n,ingredients_percent_analysis,ingredients_with_specified_percent_n,ingredients_with_unspecified_percent_n,ingredients_without_ciqual_codes_n,known_ingredients_n,last_modified_t,last_updated_t,nova_group,popularity_key,rev,unknown_ingredients_n,schema_version,prediction
main | fr | en,Milk Chocolate Biscuits | Fingers chocolat au lait | Milk Chocolate Biscuits,4.0,0.0,0.800000011920929,1.516551243E9,0.0,22.0,1.0,0.0,18.0,12.0,22.0,1.775583596E9,1.775583596E9,4.0,2.4950000034E10,79.0,0.0,1003.0,1
main | en,Premium Merlot Wine Jelly | Premium Merlot Wine Jelly,1.0,0.0,0.5,1.489135739E9,0.0,3.0,1.0,0.0,3.0,2.0,4.0,1.587627616E9,1.734795145E9,4.0,0.0,2.0,1.0,999.0,1
main | en,Natural Peanut Butter | Natural Peanut Butter,0.0,0.0,0.5,1.489093201E9,0.0,2.0,1.0,0.0,2.0,0.0,3.0,1.587592842E9,1.734798395E9,2.0,0.0,2.0,0.0,999.0,1
main | en,"Produce, Peanut Butter Pretzels Nuggets | Produce, Peanut Butter Pretzels Nuggets",0.0,0.0,0.5,1.489072523E9,0.0,20.0,1.0,0.0,16.0,10.0,35.0,1.587585625E9,1.734803463E9,3.0,0.0,2.0,2.0,999.0,1
main | en,"Woodward ave, chili no bean | Woodward ave, chili no bean",2.0,0.0,0.5,1.489057554E9,0.0,21.0,1.0,0.0,18.0,8.0,20.0,1.754000234E9,1.754000234E9,4.0,0.0,3.0,1.0,1002.0,1
main | en,Kettle Cooked Potato Chips | Kettle Cooked Potato Chips,0.0,0.0,0.5,1.489056506E9,0.0,6.0,1.0,0.0,4.0,3.0,10.0,1.627917779E9,1.734762863E9,3.0,0.0,3.0,2.0,999.0,1
main | en,Extra Crunchy Kettle Cooked Potato Chips | Extra Crunchy Kettle Cooked Potato Chips,0.0,0.0,0.5,1.489136794E9,0.0,6.0,1.0,0.0,4.0,4.0,7.0,1.587628785E9,1.734794627E9,3.0,0.0,2.0,2.0,999.0,1
main | en,Organic Vanilla Ice Cream & Dark Chocolate Bars | Organic Vanilla Ice Cream & Dark Chocolate Bars,3.0,0.0,0.5625,1.489063299E9,0.0,14.0,1.0,0.0,13.0,6.0,28.0,1.660778612E9,1.771286387E9,4.0,0.0,6.0,0.0,1002.0,1
main | en,Original Marinade | Original Marinade,1.0,0.0,0.5,1.489091076E9,0.0,27.0,1.0,0.0,24.0,10.0,40.0,1.587591723E9,1.734799108E9,4.0,0.0,2.0,4.0,999.0,0
main | en,Whole Peeled Tomatoes | Whole Peeled Tomatoes,1.0,0.0,0.4000000059604645,1.489057362E9,0.0,6.0,1.0,0.0,5.0,4.0,6.0,1.71882904E9,1.71882904E9,,0.0,2.0,3.0,999.0,1
main | en,Herb seasoned shredded stuffing | Herb seasoned shredded stuffing,1.0,0.0,0.5,1.489055679E9,0.0,25.0,1.0,0.0,19.0,12.0,45.0,1.587573371E9,1.734810049E9,4.0,0.0,2.0,3.0,999.0,1
main | en,French Rolls | French Rolls,8.0,0.0,0.5625,1.489066803E9,0.0,29.0,1.0,0.0,24.0,21.0,25.0,1.772119064E9,1.772119064E9,4.0,0.0,11.0,4.0,1003.0,0
main | en,Tomato Sauce | Tomato Sauce,1.0,0.0,0.5,1.48909515E9,0.0,7.0,1.0,0.0,7.0,1.0,11.0,1.587594181E9,1.734797445E9,3.0,0.0,3.0,0.0,999.0,1
main | en,Organic Honey Crisp Apple Juice | Organic Honey Crisp Apple Juice,0.0,0.0,0.5,1.489135759E9,0.0,3.0,1.0,0.0,3.0,3.0,0.0,1.587627645E9,1.734795134E9,,0.0,2.0,3.0,999.0,1
main | en,"Trophy Nuts, Snack Mix, Honey Bbq | Trophy Nuts, Snack Mix, Honey Bbq",1.0,0.0,0.4000000059604645,1.489071662E9,0.0,15.0,1.0,0.0,14.0,8.0,19.0,1.489071662E9,1.707506159E9,4.0,0.0,1.0,6.0,999.0,1
main | en,Peanuts | Peanuts,0.0,0.0,0.5,1.489135776E9,0.0,16.0,1.0,0.0,14.0,5.0,36.0,1.587627662E9,1.73479513E9,4.0,0.0,3.0,2.0,999.0,1
main | en,Soy Sauce Paste | Soy Sauce Paste,0.0,0.0,0.574999988079071,1.489143487E9,0.0,9.0,1.0,0.0,8.0,2.0,16.0,1.681448474E9,1.734700765E9,3.0,0.0,9.0,2.0,999.0,1
main | en,Organic Apple Cider Vinegar Refresher - Pomegranate Cherry | Organic Apple Cider Vinegar Refresher - Pomegranate Cherry,0.0,0.0,0.5625,1.489143586E9,0.0,5.0,1.0,0.0,5.0,4.0,9.0,1.718828662E9,1.734414884E9,1.0,0.0,5.0,2.0,999.0,1
main | en,Combination Pizza | Combination Pizza,16.0,0.0,0.5,1.489093236E9,0.0,132.0,1.0,0.0,113.0,56.0,127.0,1.587592857E9,1.734798385E9,4.0,0.0,2.0,12.0,999.0,0
main | en,Juice cocktail from concentrate | Juice cocktail from concentrate,0.0,0.0,0.5,1.489074718E9,0.0,5.0,1.0,0.0,4.0,2.0,13.0,1.587587129E9,1.734802301E9,4.0,0.0,2.0,0.0,999.0,1
main | en,"Quench Gum, Thirst Quenching Gum For Active People | Quench Gum, Thirst Quenching Gum For Active People",6.0,0.0,0.4000000059604645,1.489074726E9,0.0,17.0,1.0,0.0,15.0,12.0,24.0,1.489074726E9,1.707506331E9,4.0,0.0,1.0,3.0,999.0,1
main | en,"Woeber's, wasabi sauce | Woeber's, wasabi sauce",6.0,0.0,0.5,1.489056059E9,0.0,19.0,1.0,0.0,17.0,10.0,30.0,1.587573595E9,1.734809919E9,4.0,0.0,2.0,2.0,999.0,1
main | en,Bangkok Peanut Sauce | Bangkok Peanut Sauce,1.0,0.0,0.574999988079071,1.489061875E9,0.0,30.0,1.0,0.0,25.0,7.0,29.0,1.775659039E9,1.775659039E9,4.0,10.0,22.0,1.0,1003.0,1
main | en,"Lemonade sugar free, low calorie drink mix, lemonade | Lemonade sugar free, low calorie drink mix, lemonade",8.0,0.0,0.5,1.489073509E9,0.0,15.0,1.0,0.0,14.0,13.0,21.0,1.587586335E9,1.707506595E9,4.0,0.0,2.0,1.0,999.0,1
main | en,"Weavables, reduced fat premium crackers | Weavables, reduced fat premium crackers",0.0,0.0,0.5,1.489078979E9,0.0,3.0,1.0,0.0,3.0,0.0,9.0,1.587590297E9,1.734800034E9,3.0,0.0,2.0,0.0,999.0,1
main | en,Original Syrup | Original Syrup,2.0,0.0,0.5,1.489137242E9,0.0,8.0,1.0,0.0,7.0,4.0,12.0,1.587629361E9,1.734794364E9,4.0,0.0,2.0,0.0,999.0,1
main | en,Salted Sweet Cream Butter | Salted Sweet Cream Butter,0.0,0.0,0.5,1.489056967E9,0.0,2.0,1.0,0.0,2.0,0.0,3.0,1.684021058E9,1.734692265E9,2.0,0.0,4.0,0.0,999.0,1
main | en,PARMESAN CHEESE | PARMESAN CHEESE,2.0,0.0,0.7875000238418579,1.489056636E9,0.0,9.0,1.0,0.0,6.0,5.0,9.0,1.77568695E9,1.77568695E9,4.0,1.0,16.0,0.0,1003.0,1
main | en,"Petri, Soft Cookies, Raspberry Filled | Petri, Soft Cookies, Raspberry Filled",19.0,0.0,0.5,1.489074585E9,0.0,55.0,1.0,0.0,50.0,31.0,81.0,1.587587018E9,1.734802387E9,4.0,0.0,2.0,1.0,999.0,0
main | en,"Lance, salted peanuts | Lance, salted peanuts",0.0,0.0,0.5,1.489072642E9,0.0,4.0,1.0,0.0,4.0,0.0,8.0,1.587585876E9,1.734803278E9,3.0,0.0,2.0,0.0,999.0,1
main | en,"Haddon house, imported pepperoncini in vinegar | Haddon house, imported pepperoncini in vinegar",2.0,0.0,0.5,1.489052042E9,0.0,7.0,1.0,0.0,7.0,5.0,4.0,1.587571817E9,1.707507113E9,4.0,0.0,2.0,3.0,999.0,1
main | en,"Barilla, enriched pasta with fiber, white fiber penne | Barilla, enriched pasta with fiber, white fiber penne",0.0,0.0,0.5,1.489064308E9,0.0,11.0,1.0,0.0,9.0,6.0,20.0,1.587579256E9,1.734807061E9,3.0,0.0,2.0,0.0,999.0,1
main | en,"Ben & jerry's, cookie core, ice cream, peanut buttah | Ben & jerry's, cookie core, ice cream, peanut buttah",4.0,0.0,0.5,1.48906293E9,0.0,32.0,1.0,0.0,30.0,5.0,55.0,1.587578337E9,1.734807513E9,4.0,0.0,2.0,0.0,999.0,0
main | en,Western Style Barbecue Seasoning | Western Style Barbecue Seasoning,0.0,0.0,0.4000000059604645,1.489091186E9,0.0,7.0,1.0,0.0,7.0,1.0,15.0,1.600656155E9,1.707507258E9,,0.0,2.0,1.0,999.0,1
main | en,"Russell stover, big bite candy bar, pumpkin pie | Russell stover, big bite candy bar, pumpkin pie",5.0,0.0,0.5,1.489142505E9,0.0,56.0,1.0,0.0,45.0,25.0,66.0,1.587658003E9,1.734782963E9,4.0,0.0,2.0,6.0,999.0,0
main | en,"Country baker, peach pie | Country baker, peach pie",7.0,0.0,0.5,1.489057248E9,0.0,25.0,1.0,0.0,21.0,12.0,49.0,1.587574422E9,1.734809464E9,4.0,0.0,2.0,1.0,999.0,0
main | fr,Pepperidge Farm Chocolate Chunk White Chocolate Macadamia | Pepperidge Farm Chocolate Chunk White Chocolate Macadamia,,0.0,0.5625,1.528528804E9,,,,,,,,1.774479773E9,1.774479773E9,,2.0,11.0,,1003.0,1
main | en,Ice Pops | Ice Pops,2.0,0.0,0.5,1.4891398E9,0.0,13.0,1.0,0.0,9.0,9.0,18.0,1.588780128E9,1.734772748E9,4.0,0.0,5.0,2.0,999.0,1
main | en,Lindor Assorted Chocolate Truffles | Lindor Assorted Chocolate Truffles,1.0,0.0,0.6000000238418579,1.48913344E9,0.0,14.0,1.0,0.0,12.0,7.0,27.0,1.740180175E9,1.740180175E9,4.0,0.0,6.0,1.0,999.0,1
main | en,Fine Assorted Confections | Fine Assorted Confections,0.0,0.0,0.6000000238418579,1.489097499E9,0.0,18.0,1.0,0.0,15.0,6.0,30.0,1.740180329E9,1.740180329E9,4.0,0.0,5.0,1.0,999.0,1
main | en,Ice Cream | Ice Cream,7.0,0.0,0.6000000238418579,1.48909029E9,0.0,18.0,1.0,0.0,17.0,13.0,26.0,1.740181111E9,1.740181111E9,4.0,0.0,5.0,2.0,999.0,1
main | en,"Flavored Stuffing Mix, Cornbread | Flavored Stuffing Mix, Cornbread",7.0,0.0,0.4000000059604645,1.489062003E9,0.0,33.0,1.0,0.0,29.0,19.0,66.0,1.550522075E9,1.707490669E9,4.0,0.0,2.0,1.0,999.0,0
main | en,Energy Liquid Water Enhancer With Caffeine | Energy Liquid Water Enhancer With Caffeine,5.0,0.0,0.6000000238418579,1.489135191E9,0.0,17.0,1.0,0.0,14.0,16.0,20.0,1.740181801E9,1.740181801E9,4.0,0.0,5.0,3.0,999.0,1
main | en,Jumbo Pitted Ripe Olives | Jumbo Pitted Ripe Olives,1.0,0.0,0.675000011920929,1.489062954E9,0.0,4.0,1.0,0.0,4.0,2.0,3.0,1.749654441E9,1.749654441E9,3.0,0.0,11.0,1.0,1001.0,1
main | en,"Simple truth, 100% juice, pomegranate | Simple truth, 100% juice, pomegranate",0.0,0.0,0.5,1.489143599E9,0.0,4.0,1.0,0.0,3.0,4.0,8.0,1.587635542E9,1.734792176E9,4.0,0.0,2.0,1.0,999.0,1
main | en,Fruit Rings Multi-Grain Cereal | Fruit Rings Multi-Grain Cereal,6.0,0.0,0.5,1.489133464E9,0.0,37.0,1.0,0.0,34.0,24.0,69.0,1.587596505E9,1.734796118E9,4.0,0.0,3.0,0.0,999.0,0
main | en,Navy Beans | Navy Beans,0.0,0.0,0.6000000238418579,1.489062868E9,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1.740182411E9,1.740182411E9,1.0,0.0,5.0,0.0,999.0,1
main | en,"Gluten free fusilli, macaroni product | Gluten free fusilli, macaroni product",0.0,0.0,0.5,1.489067017E9,0.0,3.0,1.0,0.0,3.0,0.0,11.0,1.587580993E9,1.734806223E9,1.0,0.0,2.0,0.0,999.0,1
main | en,Bacon | Bacon,2.0,0.0,0.675000011920929,1.489068348E9,0.0,7.0,1.0,0.0,6.0,4.0,6.0,1.775436983E9,1.775436983E9,3.0,8.0,13.0,1.0,1003.0,1
main | en,Thick & Zesty Spaghetti Sauce Mix | Thick & Zesty Spaghetti Sauce Mix,1.0,0.0,0.6000000238418579,1.489053549E9,0.0,20.0,1.0,0.0,18.0,7.0,32.0,1.740184295E9,1.740184295E9,4.0,0.0,4.0,3.0,999.0,1
main | en,Yellow Crispy Round Tortilla Chips | Yellow Crispy Round Tortilla Chips,0.0,0.0,0.6000000238418579,1.489073135E9,0.0,4.0,1.0,0.0,4.0,0.0,8.0,1.740184818E9,1.740184818E9,3.0,0.0,4.0,0.0,999.0,1
main | en,In Shell Peanuts | In Shell Peanuts,0.0,0.0,0.6000000238418579,1.489135213E9,0.0,2.0,1.0,0.0,2.0,0.0,3.0,1.740184831E9,1.740184831E9,3.0,0.0,3.0,0.0,999.0,1
main | en,Creamy Peanut Butter | Creamy Peanut Butter,0.0,0.0,0.6000000238418579,1.489060786E9,0.0,8.0,1.0,0.0,7.0,2.0,19.0,1.740185168E9,1.740185168E9,4.0,0.0,4.0,1.0,999.0,1
main | en,Dill Sandwich Slices | Dill Sandwich Slices,2.0,0.0,0.6000000238418579,1.489060668E9,0.0,8.0,1.0,0.0,8.0,4.0,11.0,1.740185236E9,1.740185236E9,4.0,0.0,3.0,0.0,999.0,1
main | en,Bacon Ranch Dressing & Dip | Bacon Ranch Dressing & Dip,2.0,0.0,0.6000000238418579,1.489142561E9,0.0,20.0,1.0,0.0,19.0,8.0,28.0,1.740185447E9,1.740185447E9,4.0,0.0,3.0,2.0,999.0,1
main | en,Light Italian Dressing & Marinade | Light Italian Dressing & Marinade,3.0,0.0,0.6000000238418579,1.489071015E9,0.0,18.0,1.0,0.0,16.0,10.0,33.0,1.740185921E9,1.740185921E9,4.0,0.0,3.0,3.0,999.0,1
main | en,"Spartan, waffles, blueberry | Spartan, waffles, blueberry",7.0,0.0,0.4000000059604645,1.489064215E9,0.0,36.0,1.0,0.0,33.0,20.0,66.0,1.587579195E9,1.707492485E9,4.0,0.0,2.0,2.0,999.0,0
main | en,Bran Flakes Cereal | Bran Flakes Cereal,0.0,0.0,0.6000000238418579,1.489077956E9,0.0,21.0,1.0,0.0,14.0,16.0,32.0,1.740186328E9,1.740186328E9,4.0,0.0,3.0,2.0,999.0,1
main | en,Sweetened Corn Cereal | Sweetened Corn Cereal,0.0,0.0,0.6000000238418579,1.489066479E9,0.0,26.0,1.0,0.0,20.0,22.0,30.0,1.740186484E9,1.740186484E9,3.0,0.0,3.0,1.0,999.0,1
main | en,"Ready to serve chicken broth, chicken | Ready to serve chicken broth, chicken",5.0,0.0,0.5,1.489065141E9,0.0,22.0,1.0,0.0,21.0,12.0,40.0,1.587579785E9,1.734806829E9,4.0,0.0,2.0,5.0,999.0,0
main | en,Mango Citrus Soda | Mango Citrus Soda,8.0,0.0,0.6000000238418579,1.489075851E9,0.0,14.0,1.0,0.0,13.0,11.0,26.0,1.740187443E9,1.740187443E9,4.0,0.0,2.0,2.0,999.0,1
main | en,Organic Toasted Coconut Chips | Organic Toasted Coconut Chips,0.0,0.0,0.6000000238418579,1.489076895E9,0.0,3.0,1.0,0.0,3.0,0.0,8.0,1.740268781E9,1.740268781E9,3.0,0.0,3.0,0.0,999.0,1
main | en,Teriyaki chicken | Teriyaki chicken,4.0,0.0,0.5,1.489066555E9,0.0,54.0,1.0,0.0,44.0,14.0,51.0,1.771995682E9,1.771995682E9,4.0,1.0,5.0,3.0,1003.0,0
main | en,"Voila!, Chicken & Vegetables In Pot Pie Gravy & Crust Crumbles | Voila!, Chicken & Vegetables In Pot Pie Gravy & Crust Crumbles",6.0,0.0,0.4000000059604645,1.489069386E9,0.0,67.0,1.0,0.0,58.0,23.0,58.0,1.588186385E9,1.74842609E9,4.0,0.0,2.0,9.0,1001.0,0
main | en,Apple Walnut Muffins | Apple Walnut Muffins,16.0,0.0,0.6000000238418579,1.489060166E9,0.0,50.0,1.0,0.0,42.0,33.0,66.0,1.740269166E9,1.740269166E9,4.0,0.0,3.0,8.0,999.0,0
main | en,Luncheon Meat | Luncheon Meat,1.0,0.0,0.6000000238418579,1.489066835E9,0.0,5.0,1.0,0.0,5.0,2.0,8.0,1.740269486E9,1.740269486E9,3.0,0.0,3.0,0.0,999.0,1
main | en,Black Ripe Sliced Olives | Black Ripe Sliced Olives,1.0,0.0,0.6000000238418579,1.489063736E9,0.0,5.0,1.0,0.0,4.0,3.0,3.0,1.740269615E9,1.740269615E9,3.0,0.0,3.0,2.0,999.0,1
main | en,Reese’s Puffs | Reese’s Puffs,3.0,0.0,0.6875,1.534231334E9,0.0,21.0,1.0,0.0,19.0,8.0,18.0,1.775699909E9,1.775699909E9,4.0,2.4950000027E10,68.0,3.0,1003.0,1
main | en,Curry | Curry,0.0,0.0,0.6625000238418579,1.489063582E9,0.0,11.0,1.0,0.0,10.0,5.0,18.0,1.740270161E9,1.771285035E9,1.0,0.0,6.0,2.0,1002.0,1
main | en,Sparkling Water | Sparkling Water,7.0,0.0,0.6000000238418579,1.489073173E9,0.0,14.0,1.0,0.0,13.0,11.0,20.0,1.740270853E9,1.740270853E9,4.0,0.0,3.0,2.0,999.0,1
main | en,Raspberry Dressing | Raspberry Dressing,3.0,0.0,0.6000000238418579,1.489060977E9,0.0,21.0,1.0,0.0,20.0,6.0,31.0,1.740271232E9,1.740271232E9,4.0,0.0,3.0,2.0,999.0,1
main | en,Cashews Whole Roasted Salt | Cashews Whole Roasted Salt,0.0,0.0,0.6000000238418579,1.489074073E9,0.0,3.0,1.0,0.0,3.0,0.0,8.0,1.740271417E9,1.740271417E9,3.0,0.0,3.0,0.0,999.0,1
main | fr,Houmous | Houmous,0.0,0.0,0.6875,1.504549293E9,0.0,11.0,1.0,0.0,9.0,0.0,11.0,1.774462945E9,1.774462945E9,3.0,1.8900000001E10,16.0,0.0,1003.0,1
main | en,"Koppers, Dark Chocolate Absinthe Cordials | Koppers, Dark Chocolate Absinthe Cordials",4.0,0.0,0.5,1.48907588E9,0.0,23.0,1.0,0.0,20.0,15.0,21.0,1.587587935E9,1.734801691E9,4.0,0.0,2.0,10.0,999.0,0
main | en,Pasta Sauce | Pasta Sauce,4.0,0.0,0.574999988079071,1.489061918E9,0.0,39.0,1.0,0.0,34.0,14.0,42.0,1.664872301E9,1.734724162E9,4.0,1.0,8.0,5.0,999.0,0
main | en,"Green Tea, Red Antioxidant | Green Tea, Red Antioxidant",1.0,0.0,0.5,1.489141381E9,0.0,8.0,1.0,0.0,8.0,7.0,14.0,1.587633961E9,1.734792749E9,4.0,0.0,3.0,0.0,999.0,1
main | en,Parmesan cheese | Parmesan cheese,2.0,0.0,0.5625,1.489066194E9,0.0,12.0,1.0,0.0,8.0,6.0,12.0,1.760994337E9,1.771286233E9,4.0,14.0,7.0,0.0,1002.0,1
main | en,Phyllo Dough Pastry Sheets | Phyllo Dough Pastry Sheets,3.0,0.0,0.6000000238418579,1.489078162E9,0.0,16.0,1.0,0.0,14.0,11.0,15.0,1.756260722E9,1.77127868E9,4.0,1.0,4.0,1.0,1002.0,1
main | en,Sparkling Water With Juice | Sparkling Water With Juice,7.0,0.0,0.6000000238418579,1.489071337E9,0.0,15.0,1.0,0.0,14.0,12.0,22.0,1.740273229E9,1.740273229E9,4.0,0.0,3.0,1.0,999.0,1
main | en,Green Tea | Green Tea,0.0,0.0,0.6000000238418579,1.48907197E9,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.740273353E9,1.740273353E9,1.0,1.0,4.0,0.0,999.0,1
main | en,"Country Maid, Macaroni Salad | Country Maid, Macaroni Salad",3.0,0.0,0.5,1.489059855E9,0.0,64.0,1.0,0.0,58.0,20.0,69.0,1.587576384E9,1.734808481E9,4.0,0.0,2.0,9.0,999.0,0
main | en,Delightfully Crunchy Santa Cookies | Delightfully Crunchy Santa Cookies,1.0,0.0,0.6000000238418579,1.489071979E9,0.0,13.0,1.0,0.0,11.0,5.0,30.0,1.740274116E9,1.740274116E9,3.0,0.0,3.0,1.0,999.0,1
main | en,Quinoa With Olive Oil | Quinoa With Olive Oil,0.0,0.0,0.6000000238418579,1.489094258E9,0.0,3.0,1.0,0.0,3.0,0.0,7.0,1.74027448E9,1.74027448E9,3.0,0.0,3.0,0.0,999.0,1
main | en,Barrel cured shredded sauerkraut | Barrel cured shredded sauerkraut,0.0,0.0,0.5,1.489060636E9,0.0,3.0,1.0,0.0,3.0,1.0,5.0,1.587576911E9,1.734808167E9,3.0,1.0,3.0,0.0,999.0,1
main | en,Ice Cream | Ice Cream,4.0,0.0,0.6000000238418579,1.489141017E9,0.0,13.0,1.0,0.0,13.0,8.0,18.0,1.740274628E9,1.740274628E9,4.0,0.0,4.0,3.0,999.0,1
main | en,Milk Chocolate Covered Almonds | Milk Chocolate Covered Almonds,1.0,0.0,0.6000000238418579,1.489071346E9,0.0,12.0,1.0,0.0,10.0,4.0,21.0,1.740274659E9,1.740274659E9,4.0,0.0,3.0,1.0,999.0,1
main | en,"Candy Store, Gumballs | Candy Store, Gumballs",11.0,0.0,0.5,1.489071994E9,0.0,22.0,1.0,0.0,19.0,17.0,26.0,1.587585252E9,1.734803739E9,4.0,0.0,2.0,3.0,999.0,0
main | en,"Diced Tomatoes With The Flavors Of Basil, Garlic & Oregano | Diced Tomatoes With The Flavors Of Basil, Garlic & Oregano",1.0,0.0,0.5,1.489060878E9,0.0,12.0,1.0,0.0,12.0,4.0,12.0,1.763324484E9,1.771279524E9,4.0,1.0,3.0,0.0,1002.0,1
main | en,"Del monte, fruit naturals, yellow cling peach chunks in extra light syrup | Del monte, fruit naturals, yellow cling peach chunks in extra light syrup",1.0,0.0,0.5,1.489068452E9,0.0,7.0,1.0,0.0,6.0,5.0,12.0,1.641089024E9,1.771280961E9,4.0,0.0,4.0,0.0,1002.0,1
main | en,Organic Brown Rice Vinegar | Organic Brown Rice Vinegar,0.0,0.0,0.6000000238418579,1.489143569E9,0.0,4.0,1.0,1.0,3.0,2.0,4.0,1.74027526E9,1.74027526E9,1.0,0.0,3.0,1.0,999.0,1
main | en,Chocolate chip creme filled chocolate cakes | Chocolate chip creme filled chocolate cakes,9.0,0.0,0.6625000238418579,1.489069676E9,0.0,48.0,1.0,0.0,42.0,23.0,72.0,1.642379204E9,1.734759507E9,4.0,0.0,7.0,4.0,999.0,0
main | en,Organic Popcorn | Organic Popcorn,0.0,0.0,0.6000000238418579,1.489053527E9,0.0,5.0,1.0,0.0,4.0,1.0,11.0,1.740275557E9,1.740275557E9,3.0,0.0,3.0,0.0,999.0,1
main | en,Kosher salt | Kosher salt,1.0,0.0,0.887499988079071,1.425362818E9,0.0,3.0,1.0,0.0,2.0,2.0,3.0,1.765020673E9,1.771272943E9,2.0,2.3900000007E10,22.0,0.0,1002.0,1
main | en,"Calhoun Bend Mill, Premium Pecan Pie Mix | Calhoun Bend Mill, Premium Pecan Pie Mix",0.0,0.0,0.4000000059604645,1.48907826E9,0.0,6.0,1.0,0.0,6.0,1.0,13.0,1.48907826E9,1.707494799E9,4.0,0.0,1.0,0.0,999.0,1
main | fr,Plant-Based Sausage Italian Inspired | Plant-Based Sausage Italian Inspired,0.0,0.0,0.675000011920929,1.526242183E9,0.0,19.0,1.0,0.0,17.0,7.0,16.0,1.774463308E9,1.774463308E9,4.0,0.0,18.0,3.0,1003.0,1
main | en,Cookie bars | Cookie bars,11.0,0.0,0.5,1.489138044E9,0.0,48.0,1.0,0.0,41.0,31.0,66.0,1.587630395E9,1.734793916E9,4.0,0.0,2.0,10.0,999.0,0
main | en,Hot Rings Flavored Snacks | Hot Rings Flavored Snacks,6.0,0.0,0.6000000238418579,1.489136028E9,0.0,18.0,1.0,0.0,15.0,12.0,31.0,1.740275936E9,1.740275936E9,4.0,0.0,3.0,0.0,999.0,1
main | en,Sliced Hot Cherry Peppers In Oil | Sliced Hot Cherry Peppers In Oil,1.0,0.0,0.6000000238418579,1.489059996E9,0.0,8.0,1.0,0.0,7.0,3.0,12.0,1.740276352E9,1.740276352E9,3.0,0.0,4.0,1.0,999.0,1
main | en,Blue lake cut green beans and whole potatoes in ham flavored sauce | Blue lake cut green beans and whole potatoes in ham flavored sauce,1.0,0.0,0.5,1.489058615E9,0.0,21.0,1.0,0.0,20.0,7.0,41.0,1.591448082E9,1.734772237E9,4.0,0.0,4.0,2.0,999.0,1
main | en,Light ice cream | Light ice cream,10.0,0.0,0.5,1.489056297E9,0.0,23.0,1.0,0.0,21.0,15.0,34.0,1.587573744E9,1.734809825E9,4.0,0.0,2.0,1.0,999.0,0
main | en,Kale Great Greens Salad Kit | Kale Great Greens Salad Kit,1.0,0.0,0.6000000238418579,1.489136119E9,0.0,23.0,1.0,0.0,19.0,4.0,43.0,1.740277936E9,1.740277936E9,4.0,0.0,3.0,1.0,999.0,1
main | en,"Giant eagle, cauliflower, garlic butter | Giant eagle, cauliflower, garlic butter",1.0,0.0,0.5,1.489090494E9,0.0,20.0,1.0,0.0,16.0,9.0,28.0,1.587591421E9,1.734799302E9,4.0,0.0,2.0,2.0,999.0,1
main | en,Gummy Bears | Gummy Bears,9.0,0.0,0.6000000238418579,1.489072048E9,0.0,15.0,1.0,0.0,13.0,12.0,22.0,1.740278077E9,1.740278077E9,4.0,0.0,4.0,0.0,999.0,1
main | en,"Giant eagle, peach rings, peach | Giant eagle, peach rings, peach",5.0,0.0,0.5,1.489074504E9,0.0,12.0,1.0,0.0,12.0,10.0,23.0,1.587586961E9,1.734802437E9,4.0,0.0,2.0,3.0,999.0,1
main | en,Vapor-distilled water with electrolytes | Vapor-distilled water with electrolytes,1.0,0.0,0.5,1.489074141E9,0.0,5.0,1.0,0.0,4.0,5.0,4.0,1.587586728E9,1.734802614E9,1.0,0.0,2.0,2.0,999.0,1
main | en,Cheddar Cheese & Fruit Snack Tray | Cheddar Cheese & Fruit Snack Tray,3.0,0.0,0.6000000238418579,1.489078323E9,0.0,15.0,1.0,0.0,10.0,10.0,21.0,1.74027842E9,1.74027842E9,4.0,0.0,3.0,2.0,999.0,1
main | en,"Honey Roasted Peanuts, Mini Chocolate Chip Cookies, Milk Chocolate Peanuts, Chocolate Chips, Yogurt Covered Marshmallows | Honey Roasted Peanuts, Mini Chocolate Chip Cookies, Milk Chocolate Peanuts, Chocolate Chips, Yogurt Covered Marshmallows",8.0,0.0,0.4000000059604645,1.489060304E9,0.0,96.0,1.0,0.0,78.0,44.0,94.0,1.489060305E9,1.707495729E9,4.0,0.0,1.0,16.0,999.0,0
main | en,Genuine Mexican Chocolate | Genuine Mexican Chocolate,0.0,0.0,0.6875,1.489064265E9,0.0,4.0,1.0,0.0,4.0,2.0,2.0,1.758671902E9,1.758671902E9,3.0,2.0,25.0,2.0,1002.0,1
main | en,Sparkling Citrus Tangerine | Sparkling Citrus Tangerine,2.0,0.0,0.6000000238418579,1.489072068E9,0.0,10.0,1.0,0.0,10.0,5.0,24.0,1.740278906E9,1.740278906E9,4.0,0.0,3.0,3.0,999.0,1
main | en,"Juice Cocktail, Cranberry | Juice Cocktail, Cranberry",0.0,0.0,0.574999988079071,1.489056392E9,0.0,7.0,1.0,0.0,6.0,4.0,11.0,1.672534858E9,1.771284145E9,3.0,0.0,13.0,1.0,1002.0,1
main | en,The Original Bread 'N Butter Pickles | The Original Bread 'N Butter Pickles,0.0,0.0,0.5,1.489053791E9,0.0,11.0,1.0,0.0,11.0,2.0,28.0,1.58757298E9,1.734810291E9,4.0,0.0,2.0,0.0,999.0,1
