additives_n,complete,completeness,created_t,ingredients_from_palm_oil_n,ingredients_n,ingredients_percent_analysis,ingredients_with_specified_percent_n,ingredients_with_unspecified_percent_n,ingredients_without_ciqual_codes_n,known_ingredients_n,last_modified_t,last_updated_t,nova_group,popularity_key,prediction,rev,schema_version,unknown_ingredients_n
2.34640522875817,0.0015082956259426683,0.5630341963987665,1.4891235846344898E9,-3.8163916471489756E-17,15.107591754650578,0.9849170437405731,0.040723981900452594,13.186023127199597,7.558572146807442,21.335344394167926,1.6811206711995978E9,1.743604640308195E9,3.482151835093011,6.116113636832588E8,0,6.870789341377578,999.9064856711916,1.6344896933132227
3.5,0.0,0.7520833512147268,1.4637995106666667E9,0.9999999999999997,24.5,1.0,0.3333333333333333,21.166666666666668,12.0,21.666666666666668,1.7741387855E9,1.7741387855E9,4.0,7.4750000035E9,1,32.0,1003.0,2.833333333333333
